scen,demand_mw,shed_mw,shed,cost_usd,lmp_at_slack,n_at_limit,lmp_spread,expensive_on
946,245.88256971746736,9.831331824964355,true,6721.024757850055,20.000001,1,12413.577431596974,true
947,242.95718347707677,0.0,false,4859.143669541526,20.000001,0,4.618527782440651e-14,false
948,539.5368300990441,81.33031170845928,true,9164.130367811686,20.000001999999768,4,9979.999998000016,false
949,359.17100610812423,0.0,false,7183.420122162473,20.000002000000023,0,6.750155989720952e-14,false
950,248.00008301724333,0.0,false,4960.0016603448585,20.000001,0,6.394884621840902e-14,false
951,413.19509570034955,24.038009579985697,true,10283.141722407272,20.000000999999656,2,11767.866277474122,true
952,265.41721772693626,0.0,false,5308.344354538717,20.000000999999997,0,6.394884621840902e-14,false
953,433.57364416997956,0.0,false,8671.472883399578,20.000002000000016,0,7.105427357601002e-14,false
954,484.2971882136165,0.0,false,9923.887528544628,40.00000300000007,0,1.0658141036401503e-13,true
955,211.73468308060572,0.8861058011632484,true,4787.482032736685,20.00000100000082,2,9996.95889564678,true
956,157.72197894761243,0.0,false,3154.439578952242,20.000000999999997,0,6.394884621840902e-14,false
957,404.8454289755704,0.0,false,10620.16651253788,20.000000999999994,2,134.8328299319097,true
958,575.8869289779127,14.220615568288508,true,13018.652536384965,40.00000304857531,4,13311.409637340035,true
959,945.7023031225744,318.4181816527496,true,15643.36485879302,2026.38837481357,4,9959.99999646211,true
960,523.0728654458997,109.42138751328741,true,8273.029558652255,20.000002000000094,2,9979.999998000001,false
961,222.94819557918183,18.70678749171613,true,5584.342779887733,20.00000099999934,2,9996.958895646772,true
962,211.22006773523336,0.0,false,4224.4013547046725,20.000000999999983,0,9.947598300641403e-14,false
963,373.7104585649823,0.0,false,7563.474526910686,20.000001000000008,1,26.46923094627642,true
964,439.55623872523495,61.80196895329087,true,9555.085395438888,20.000000999991244,1,13208.144920053992,true
965,1115.1477343987285,417.7477343987286,true,18447.99999999999,9999.999999999962,3,9959.999995000002,true
966,272.5245792617952,0.0,false,5514.070858027289,20.00000099999988,1,86.50662759252067,true
967,282.33284141257667,0.0,false,6137.348231441307,20.00000099999988,1,86.50662759252067,true
