hour,gross_load_mw,net_load_mw
197,591.066401,567.701962
198,628.883744,603.770346
199,687.905185,660.33342
200,732.2105,694.9729
201,787.949418,662.443344
202,853.88543,628.824691
203,910.039075,623.023672
204,932.773601,606.763537
205,947.235435,581.251913
206,948.585849,581.941729
207,945.365362,611.40035
208,941.712432,667.379887
209,949.467155,776.527551
210,931.940499,853.975228
211,940.446703,886.060385
212,934.514113,880.077535
213,891.041459,840.862987
214,840.813138,796.144152
215,792.534933,753.313823
216,725.43863,691.801734
217,694.718753,667.041175
218,647.644629,624.613806
219,616.356725,594.31816
220,604.087858,582.008621
221,618.90869,596.525786
222,650.180171,626.688537
223,696.193203,670.772408
224,736.980392,698.942033
225,790.696624,659.939974
226,857.825799,627.82964
227,908.986766,597.282316
228,948.431551,572.831
229,969.439429,606.284352
230,981.168555,610.810427
231,999.279442,654.080447
232,1008.61805,741.30052
233,1021.004546,843.60759
234,1007.372723,924.547102
235,1011.3949,957.569447
236,1005.698071,951.252905
237,963.547662,913.851355
238,906.565147,862.199342
239,830.319411,791.950439
240,750.551096,717.24291
241,665.016849,636.666996
242,624.44543,601.075439
243,601.255673,578.776758
244,597.66247,575.000802
245,639.393347,615.600533
246,723.057878,696.627958
247,837.281754,805.946299
248,892.96897,849.752317
249,933.326169,804.532337
250,988.020791,759.721722
251,1033.150167,750.077096
252,1056.282551,737.917166
253,1077.390372,731.483312
254,1087.069572,734.17682
255,1093.307455,759.659972
256,1088.623115,799.210997
257,1079.136437,893.820677
258,1050.230156,964.525401
259,1042.754129,986.193335
260,1041.14694,983.494438
261,982.917135,930.34852
262,903.845502,857.675839
263,821.118866,781.039088
264,737.570627,703.357238
265,679.505207,650.479287
266,633.838226,610.581053
267,609.666106,587.186919
268,604.556687,582.028299
269,645.152609,621.435618
270,726.907937,700.42185
271,843.053844,811.412145
272,904.674665,858.602744
273,945.475518,801.72248
274,995.960927,738.431055
275,1043.327908,701.723517
276,1065.050916,673.925294
277,1088.283579,684.958568
278,1096.675497,690.5088
279,1101.948663,738.031247
280,1096.939076,800.555424
281,1092.420734,890.371656
282,1061.036721,971.412417
283,1058.485126,999.647097
284,1047.270407,988.273833
285,989.276661,934.915158
286,914.125207,866.586637
287,836.658791,795.611691
288,750.267004,714.90596
289,676.216927,649.135386
290,633.944928,610.474352
291,606.420552,583.951822
292,603.156314,580.548628
293,645.768268,622.017266
294,731.525668,705.008855
295,849.029769,817.495297
296,904.903938,860.060374
297,932.574155,782.846258
298,982.852783,716.741319
299,1030.528715,686.968086
300,1050.228048,644.469674
301,1073.243347,647.314985
302,1083.082671,676.639117
303,1100.934692,724.715991
304,1096.965468,795.767225
305,1089.683541,893.802903
306,1055.593244,962.779413
307,1042.945137,984.363547
308,1035.001102,975.645014
309,979.452823,925.494583
310,906.850512,859.652542
311,837.558077,797.50739
312,745.892708,712.323529
313,691.513804,664.690358
314,646.037978,622.958385
315,619.184504,597.065981
316,615.618044,593.445729
317,660.71895,637.408973
318,741.171999,715.01474
319,856.998011,825.946389
320,913.591297,872.929874
321,952.710641,829.047577
322,1000.439387,772.993655
323,1046.317946,731.421102
324,1072.233169,719.670044
325,1093.634665,716.915854
326,1103.162962,731.829355
327,1111.890614,785.988649
328,1110.075836,849.818525
329,1106.986692,938.837337
330,1074.537879,989.856632
331,1058.29175,1000.453137
332,1051.508739,992.549208
333,998.622757,943.461539
334,922.7182,875.673193
335,846.858392,806.092942
336,761.917425,727.549519
337,655.817095,630.212802
338,613.009789,589.904388
339,588.686749,566.392297
340,587.121151,564.733021
341,628.702754,605.241838
342,705.860346,679.791511
343,815.430667,784.528173
344,865.901572,823.37901
345,897.844595,774.666592
346,946.120896,733.755199
347,992.580518,698.540238
348,1014.631868,677.331688
349,1032.337004,682.635008
350,1043.488191,706.892424
351,1055.348391,748.292948
352,1054.051727,813.172781
353,1043.371496,880.766808
354,1003.7904,924.128291
355,989.693236,932.962386
356,970.396475,911.896763
357,920.98746,867.183006
358,864.780668,816.746215
359,809.420937,769.183536
360,734.951981,701.026406
361,697.950342,670.235536
362,649.042401,625.456434
363,615.007284,592.364331
364,606.942375,584.463525
365,626.875511,603.755079
366,666.727882,642.293791
367,726.701746,699.377459
368,778.815475,741.37348
369,838.716476,727.590344
370,907.323375,700.47327
371,962.107451,683.151808
372,990.056339,658.662273
373,1003.941497,657.314823
374,1008.733777,653.694223
375,1002.680117,673.540395
376,1003.921047,735.527506
377,1008.903896,839.163485
378,987.262487,903.388336
379,990.657758,936.276642
380,981.899601,927.37079
381,937.167323,887.44098
382,886.43203,841.851629
383,834.996849,795.980181
384,765.063429,731.285209
385,687.118416,658.284273
386,640.350958,616.47516
387,609.278641,587.007144
388,597.275876,575.002418
389,611.75365,589.032747
390,642.61851,618.675758
391,688.441239,661.913142
392,727.668224,689.617968
393,780.552827,662.326753
394,847.148331,631.832408
395,898.582953,612.310447
396,936.985852,592.534067
397,958.108956,588.295254
398,969.150361,608.911513
399,987.827346,653.532141
400,996.188109,709.923198
401,1009.128455,812.534807
402,996.318803,908.746117
403,1001.362199,946.596586
404,996.229948,939.042263
405,954.331225,902.918888
406,897.450008,852.979944
407,821.83507,782.735687
408,742.633641,709.388301
409,672.914161,644.135509
410,630.982919,607.038499
411,602.413874,579.925172
412,589.924141,567.602451
413,613.887888,590.932386
414,662.107578,637.871614
415,730.828237,703.806968
416,777.150625,737.881764
417,836.070961,700.55683
418,908.505633,657.890084
419,974.668602,637.070496
420,1007.493041,613.961843
421,1015.773524,601.594392
422,1034.597133,635.892409
423,1036.438736,656.016845
424,1032.174379,719.184069
425,1041.175417,837.966665
426,1018.168854,924.077711
427,1007.048305,952.159995
428,993.567853,939.765132
429,943.197113,894.127152
430,878.89976,835.624783
431,818.189454,779.964769
432,733.914638,700.867266
433,661.18506,631.850539
434,615.699,588.843294
435,592.994031,569.82332
436,588.511401,565.80651
437,628.299268,604.508979
438,709.096823,682.528019
439,824.794478,793.035013
440,882.740316,839.494024
441,921.582309,784.047244
442,970.810683,719.610262
443,1018.822242,689.193212
444,1038.091143,648.137408
445,1061.595214,651.091396
446,1068.367239,671.981129
447,1074.973821,710.304308
448,1067.660968,766.30287
449,1064.447192,864.804644
450,1034.999762,941.378823
451,1034.853597,975.503982
452,1024.968714,964.734776
453,967.567803,914.033738
454,892.654952,845.6791
455,816.674348,776.08129
456,731.617833,697.705665
457,642.321583,612.851607
458,601.417231,574.947222
459,574.854309,550.896193
460,572.776808,550.093171
461,613.858824,590.029996
462,697.802814,671.278412
463,814.458212,780.712167
464,863.374316,815.915
465,887.335706,769.641442
466,935.234312,723.086729
467,984.130665,684.47025
468,999.183486,678.297873
469,1022.712661,708.604113
470,1029.484943,720.120703
471,1049.861601,783.578653
472,1041.531465,826.909307
473,1036.719551,886.312841
474,1006.295904,922.879101
475,998.202142,941.764105
476,992.775965,935.864583
477,938.350135,885.599272
478,866.199587,822.28792
479,799.720328,765.190497
480,710.58311,680.666743
481,682.688767,657.481306
482,637.569024,614.620453
483,610.965876,588.980698
484,607.708396,585.65478
485,652.410965,629.117184
486,732.391872,706.264086
487,847.996915,817.010353
488,902.778589,859.57214
489,940.932299,815.221348
490,988.041379,770.531633
491,1034.237688,738.620338
492,1058.94314,720.752248
493,1080.478429,711.845407
494,1089.208187,721.750555
495,1098.593157,761.529184
496,1095.642966,825.73379
497,1093.196917,904.094247
498,1061.702758,971.314704
499,1046.642405,988.207337
500,1040.514947,982.265653
501,987.921207,933.714116
502,912.134272,864.143668
503,837.006906,797.327628
504,752.724172,718.849185
505,666.947447,639.83192
506,623.691041,600.637372
507,599.052285,576.530598
508,597.096993,574.341348
509,639.180987,615.369656
510,716.934056,690.522655
511,826.78307,795.507037
512,879.538823,834.794478
513,912.699729,788.536861
514,961.757567,754.174727
515,1007.816435,729.009784
516,1031.393579,687.810106
517,1048.929971,680.860754
518,1061.088295,710.975128
519,1072.11947,739.190964
520,1072.254816,796.973428
521,1060.763497,862.672551
522,1019.978369,923.600566
523,1004.385675,946.622572
524,984.262115,925.273902
525,934.484517,879.997102
526,878.129378,829.909759
527,821.845873,782.006258
528,746.546737,712.427863
529,622.12707,594.214354
530,576.278528,552.347785
531,544.394169,521.46396
532,538.983969,516.174788
533,555.494662,532.254685
534,591.290467,566.789547
535,649.365799,621.735469
536,685.91446,646.779389
537,737.518884,617.822405
538,800.801714,577.586889
539,858.315851,544.15757
540,875.870577,532.259184
541,890.905265,541.711545
542,888.836628,569.217899
543,888.430535,592.772421
544,879.916184,635.479115
545,890.424408,726.021589
546,876.985228,787.410454
547,890.568487,835.588829
548,887.442733,833.333662
549,845.221352,795.665714
550,795.496644,751.032605
551,750.354488,711.09312
552,686.076495,652.802792
553,631.538696,602.726588
554,587.01383,560.98029
555,557.518053,535.231489
556,547.461234,525.195161
557,559.430301,536.793844
558,587.321631,563.569891
559,631.752703,605.871632
560,659.570235,626.653068
561,706.37331,591.558491
562,769.066183,557.802177
563,822.501984,541.476508
564,853.285789,520.751884
565,875.251518,526.642427
566,881.263757,535.351919
567,904.080503,576.904762
568,905.290483,628.751067
569,922.28102,726.230433
570,915.483739,819.414085
571,927.9951,870.382802
572,926.991493,869.643154
573,886.9333,834.242076
574,830.792859,786.154566
575,759.790813,720.910762
576,684.734905,651.034685
577,627.015162,598.98786
578,587.977076,565.262104
579,565.865252,544.021673
580,563.602556,541.558452
581,603.618148,580.409238
582,685.249577,659.560017
583,798.521933,767.312507
584,846.408129,803.986693
585,882.607186,758.982986
586,934.633451,717.174777
587,981.1311,679.64388
588,999.054057,663.840056
589,1020.738008,683.875971
590,1026.978602,702.006813
591,1036.046976,727.644994
592,1026.47341,757.093556
593,1019.755981,824.66964
594,994.960556,893.828506
595,992.590623,933.697834
596,993.806325,934.090535
597,936.83495,882.872567
598,858.26981,810.711602
599,778.697161,737.957395
600,697.983351,663.466966
601,688.222182,658.62262
602,642.203479,617.295934
603,617.784099,594.668987
604,612.369482,589.163797
605,653.358863,628.944455
606,735.580552,708.355344
607,851.944723,819.443592
608,915.354972,871.512952
609,957.109635,817.028861
610,1008.207123,753.066672
611,1055.260244,708.339687
612,1078.178211,669.473274
613,1101.278718,669.770512
614,1110.459398,696.334497
615,1115.083294,724.669537
616,1111.195217,797.322434
617,1106.041654,880.776709
618,1073.714677,963.885439
619,1069.991826,1010.876492
620,1058.129581,999.007251
621,999.847172,944.647743
622,924.579536,877.120904
623,846.389647,805.559525
624,759.347688,724.178522
625,655.325004,625.633883
626,613.895975,588.372593
627,586.964207,564.335178
628,584.431433,561.687505
629,626.100385,602.186108
630,710.740062,683.994624
631,827.721052,796.381086
632,879.306509,835.245708
633,904.690733,771.435032
634,953.502397,710.220302
635,1001.930554,685.834593
636,1018.765938,670.892889
637,1042.097972,686.182959
638,1050.046877,702.463743
639,1069.454997,769.5349
640,1062.797857,829.797304
641,1057.038361,885.546434
642,1025.208061,931.605604
643,1015.367095,955.609122
644,1008.974981,947.697997
645,954.118541,897.512006
646,881.794681,837.888553
647,814.236192,778.809811
648,724.129088,693.374297
649,649.765978,624.265389
650,605.974639,582.72605
651,580.305359,558.009353
652,578.200565,555.802013
653,621.417095,597.957296
654,699.636624,674.215176
655,814.417316,784.751266
656,862.440571,821.287748
657,896.991872,761.238289
658,941.789218,694.632635
659,989.170932,671.46472
660,1009.363194,675.468732
661,1031.397613,692.447176
662,1037.148333,683.062792
663,1048.9855,692.937491
664,1041.799524,748.222666
665,1041.752617,838.49708
666,1013.819901,909.38422
667,1003.183216,947.959452
668,999.501371,940.138594
669,947.997874,891.465858
670,872.649738,823.972608
671,800.254831,759.228203
672,718.427707,683.872589
673,659.923439,630.25054
674,616.950445,592.828738
675,592.510927,569.969698
676,590.801559,568.193556
677,632.56851,608.740965
678,709.945792,684.081062
679,819.618932,789.772769
680,870.932791,832.945453
681,903.32513,783.302542
682,951.889765,733.967916
683,998.201536,705.572016
684,1020.8158,662.788754
685,1038.458681,669.275075
686,1049.981434,692.251899
687,1061.535779,716.994029
688,1060.767429,774.605376
689,1049.787963,863.124673
690,1009.762661,918.385099
691,995.113748,941.553296
692,975.511954,916.940536
693,925.966957,871.384268
694,869.705434,820.987984
695,814.004894,773.494872
696,739.229658,704.967018
697,682.029256,651.96221
698,633.763716,608.490295
699,600.180207,576.586351
700,592.672724,569.370016
701,611.887228,588.176952
702,650.887817,626.403783
703,710.463034,683.712493
704,759.308469,719.097698
705,817.467386,680.612749
706,884.956356,645.049174
707,940.31368,613.471403
708,966.080042,597.324159
709,980.206574,592.304527
710,983.558224,601.297256
711,978.690418,607.412685
712,977.882971,679.046832
713,984.026018,774.382256
714,964.106882,859.650781
715,969.641388,917.661446
716,962.065902,907.291582
717,917.860854,866.902489
718,867.337759,821.137156
719,817.223963,776.558458
720,748.478049,713.71967
721,687.874847,658.562524
722,641.076868,616.365475
723,609.983095,587.353118
724,597.953846,575.437144
725,612.465763,589.434914
726,643.371093,619.711603
727,689.212761,663.804627
728,728.595027,691.19387
729,781.5624,661.130934
730,848.211017,625.213293
731,899.618403,598.856365
732,938.124997,573.73242
733,959.236633,576.28049
734,970.346484,586.811365
735,988.967128,642.565646
736,997.425212,708.617683
737,1010.310435,801.899691
738,997.418956,897.435924
739,1002.360714,951.380508
740,997.172273,941.262855
741,955.248501,903.589138
742,898.357202,852.914907
743,822.679483,782.623743
744,743.421634,709.322454
745,669.725536,639.664787
746,630.331217,605.532985
747,608.329797,585.388116
748,604.519191,581.323843
749,649.908565,625.292403
750,740.472623,713.62993
751,854.224098,822.672188
752,913.449862,867.677849
753,962.318602,819.783033
754,1016.006439,759.838482
755,1046.51847,726.381875
756,1068.851454,729.988153
757,1091.501256,726.749803
758,1100.487719,744.514314
759,1098.072368,752.773974
760,1092.160634,801.364659
761,1083.624358,878.792795
762,1072.659676,973.050528
763,1056.549794,1003.709192
764,1057.038907,998.184708
765,1001.962177,946.3688
766,920.805431,871.749788
767,830.927244,790.338576
768,745.539966,710.973981
769,653.247499,623.216038
770,609.909994,582.868169
771,587.8833,562.461411
772,583.71033,560.486775
773,626.712322,602.19806
774,713.75122,686.893465
775,828.956416,797.263894
776,888.008756,843.587759
777,934.016186,807.904396
778,980.84778,768.844334
779,1014.660034,742.367318
780,1030.970894,681.936648
781,1056.159268,637.068484
782,1060.766123,669.817086
783,1059.777441,748.047106
784,1049.489555,782.733132
785,1048.588029,868.410889
786,1038.129614,936.432231
787,1031.55485,976.235183
788,1024.017891,962.610297
789,970.097199,913.382221
790,893.732497,844.734628
791,812.0388,770.133474
792,725.873991,690.467779
793,644.129083,613.730207
794,604.639094,580.358047
795,579.454098,556.246179
796,577.273014,553.864642
797,622.380525,597.707354
798,713.423006,686.575443
799,830.083994,798.737697
800,882.194031,843.549665
801,914.130074,808.455349
802,960.504022,767.840957
803,994.945482,730.028464
804,1008.127658,703.012035
805,1032.999006,681.564756
806,1038.809959,679.702575
807,1051.300901,730.14152
808,1041.017433,771.563209
809,1037.229177,855.156391
810,1024.410674,928.666497
811,1007.581654,950.837604
812,1003.877808,941.90264
813,953.173527,894.700973
814,879.416871,829.612263
815,807.160015,767.467249
816,715.907568,684.314612
817,638.455031,611.895421
818,596.508062,572.454839
819,572.528413,549.313458
820,570.854384,547.503318
821,617.479973,592.988246
822,701.786865,675.085032
823,816.26896,784.886358
824,864.683365,820.43014
825,906.298863,784.938563
826,948.508756,744.741689
827,981.905954,699.94279
828,998.380616,681.07838
829,1021.890736,690.408847
830,1025.345198,692.760672
831,1029.780922,707.077958
832,1019.089745,747.236002
833,1021.258987,832.51172
834,1012.581728,913.870393
835,995.076757,937.228038
836,994.320852,932.263622
837,947.043784,887.827293
838,869.89552,818.61765
839,792.320434,749.639369
840,710.07667,673.616844
841,665.065938,636.747663
842,623.130057,597.708584
843,600.061465,575.791372
844,598.205606,574.12299
845,643.956971,618.749288
846,728.166845,701.038896
847,837.605024,805.84885
848,892.579411,845.925931
849,933.555921,800.961523
850,980.818423,743.834493
851,1012.442308,706.901279
852,1033.814458,675.45015
853,1052.942615,723.513557
854,1063.912847,724.102941
855,1067.000698,737.553075
856,1065.187982,780.94617
857,1054.939349,841.215434
858,1031.563813,923.173146
859,1007.371559,952.445076
860,988.329891,927.725935
861,942.403315,885.725246
862,885.276085,835.68642
863,824.149908,782.616565
864,748.120856,712.440262
865,677.933263,647.139348
866,630.980464,604.550863
867,598.717878,574.335733
868,591.275911,567.029759
869,613.387088,588.639444
870,658.501945,633.24654
871,718.0603,690.204747
872,771.918081,729.995409
873,840.861326,726.194761
874,907.910552,708.169152
875,949.462966,682.719702
876,973.049594,687.062606
877,988.415679,659.666412
878,990.152388,652.408874
879,976.771797,647.278735
880,972.574785,700.886196
881,978.960253,790.425784
882,974.730517,880.585827
883,970.785575,919.139154
884,963.757061,907.851343
885,923.007832,870.299858
886,871.379705,823.903898
887,816.615871,774.553225
888,747.730709,712.248897
889,685.600767,656.220308
890,640.092936,614.238439
891,610.28539,587.151661
892,598.021642,575.032589
893,615.225344,591.619848
894,652.507748,628.345258
895,698.441393,671.863761
896,743.522369,703.370145
897,807.700114,651.151539
898,874.071306,599.329413
899,911.618949,556.543908
900,948.266841,542.903389
901,971.214035,552.016844
902,980.821498,567.985776
903,991.1553,599.712298
904,996.6394,684.187103
905,1009.874778,788.463253
906,1012.861522,896.475786
907,1008.6946,953.84102
908,1004.150269,944.751862
909,965.628322,910.367606
910,906.940521,859.380672
911,824.581691,782.893689
912,744.231099,708.505826
913,659.518009,629.668628
914,620.555986,596.220234
915,598.849242,575.896955
916,595.407516,572.235707
917,640.344786,615.781023
918,730.425893,703.666112
919,844.029694,813.188291
920,901.219183,852.094525
921,949.035546,794.709128
922,1001.988075,720.852914
923,1032.842691,658.893292
924,1053.710079,650.906223
925,1076.516226,656.207757
926,1084.53485,661.844624
927,1082.85794,702.590967
928,1075.586708,763.37325
929,1067.835887,849.055498
930,1057.928007,948.05708
931,1043.149848,987.744489
932,1044.387854,984.367109
933,989.649807,933.132824
934,908.594001,858.817716
935,819.558927,776.662617
936,734.925422,699.33696
937,694.66721,664.275624
938,649.575554,622.387017
939,626.353135,602.975075
940,620.683335,597.181489
941,665.519858,640.726905
942,754.518458,727.343167
943,870.322879,838.358614
944,937.63794,885.089232
945,987.915662,822.400376
946,1037.730961,757.955498
947,1070.153086,703.238856
948,1092.410985,677.981677
949,1116.964947,682.504162
950,1125.499068,696.475903
951,1121.513964,713.359625
952,1116.742597,782.241713
953,1112.653883,882.359045
954,1097.907215,980.289217
955,1085.928642,1029.335069
956,1075.352847,1014.861871
957,1020.057863,962.247486
958,943.28357,893.537755
959,858.168723,815.444227
960,768.945282,732.672517
961,696.309075,665.818947
962,654.609231,626.761086
963,627.917875,603.108429
964,623.851105,600.325721
965,671.269734,646.556773
966,764.781022,737.912021
967,882.196905,850.538147
968,944.716206,895.299792
969,982.031904,849.375898
970,1032.164684,780.723773
971,1064.854878,738.626993
972,1085.529055,694.391942
973,1109.601179,725.236889
974,1120.359648,738.689015
975,1129.075737,778.379666
976,1125.741906,843.674959
977,1117.938473,912.371446
978,1099.717688,986.978467
979,1076.081022,1016.967432
980,1068.548891,1004.365525
981,1016.113296,957.135498
982,941.840642,891.371167
983,865.273867,822.555141
984,770.168198,733.623008
985,662.22346,632.447726
986,619.269883,594.794441
987,594.604074,571.093738
988,592.0711,568.442089
989,639.749422,615.001805
990,725.180876,698.284796
991,840.006833,807.556025
992,893.162746,841.542839
993,937.228722,803.321218
994,981.150795,744.32591
995,1013.750276,702.596276
996,1033.637608,683.927643
997,1056.783675,686.565638
998,1062.491772,695.849192
999,1065.208019,709.130372
1000,1057.682461,745.679302
1001,1058.022755,837.525372
1002,1046.884711,934.741321
1003,1026.2788,967.74386
1004,1023.779078,960.069824
1005,975.713382,916.181413
1006,898.330077,847.527663
1007,818.791786,775.774435
1008,734.792847,698.60302
1009,671.293634,640.261319
1010,629.094007,602.631311
1011,605.84563,581.546427
1012,603.764714,579.411689
1013,649.791912,624.106825
1014,734.296438,706.730116
1015,843.824715,810.293437
1016,900.041451,848.971434
1017,941.660024,792.973356
1018,989.371143,739.218538
1019,1020.786014,677.197475
1020,1043.052337,647.697969
1021,1062.085106,641.860997
1022,1073.645826,647.258356
1023,1076.283147,668.340753
1024,1075.299871,756.223612
1025,1064.572026,849.379698
1026,1040.551727,920.127883
1027,1015.546978,958.286687
1028,996.048403,933.171778
1029,949.915194,890.982715
1030,892.72638,840.194909
1031,831.085812,788.012911
1032,754.596878,718.254272
1033,701.627991,669.693157
1034,653.671706,624.338252
1035,620.725088,595.36921
1036,612.426838,587.223045
1037,635.587484,609.746139
1038,681.823416,654.8885
1039,741.724567,712.600679
1040,800.309154,756.040239
1041,871.695279,771.386395
1042,940.451375,774.705102
1043,981.208546,766.61032
1044,1008.197262,660.675111
1045,1023.200423,664.088119
1046,1027.183779,681.677515
1047,1012.089042,691.288168
1048,1011.047833,744.798749
1049,1015.610025,823.616601
1050,1008.927134,904.567392
1051,1001.890867,945.456645
1052,993.123944,934.695558
1053,951.588532,896.498408
1054,899.726093,849.99175
1055,843.005142,800.483167
1056,772.370246,735.565695
1057,694.481683,664.154188
1058,648.597741,622.556969
1059,618.533816,594.837018
1060,605.949128,582.439209
1061,623.546177,599.644426
1062,661.248767,636.777624
1063,707.310893,681.304062
1064,754.163502,713.416475
1065,819.256852,703.453098
1066,886.267788,691.716528
1067,923.51737,661.419493
1068,961.440384,676.122166
1069,984.251552,681.884458
1070,994.70107,682.8377
1071,1004.392402,681.50974
1072,1011.059313,736.618315
1073,1023.611318,820.636754
1074,1025.678605,912.887379
1075,1020.353038,965.521709
1076,1015.157142,958.170514
1077,976.340528,923.09902
1078,917.564906,869.559754
1079,834.472537,793.497215
1080,753.466135,717.980911
1081,714.793887,684.053702
1082,672.472904,645.919991
1083,643.725953,619.853106
1084,629.172046,605.180443
1085,657.762192,632.795034
1086,714.001894,687.748362
1087,782.823515,754.158949
1088,842.615602,796.802396
1089,917.248423,788.104529
1090,992.83489,760.141316
1091,1044.558316,703.004012
1092,1081.60259,698.4871
1093,1090.515662,679.338357
1094,1112.523131,720.800878
1095,1102.438542,714.324968
1096,1100.616129,767.470222
1097,1106.742906,861.35044
1098,1095.79898,965.512488
1099,1069.957438,1009.879472
1100,1054.30262,992.280626
1101,1005.79826,947.346906
1102,939.232594,889.097859
1103,869.201856,825.995528
1104,780.051147,743.525779
1105,671.58636,641.002243
1106,626.913076,598.769173
1107,605.304249,580.373625
1108,600.453444,576.801747
1109,644.286197,619.322869
1110,732.21254,704.934766
1111,847.689093,815.559861
1112,910.483182,850.492381
1113,958.424401,803.926493
1114,1006.607156,739.837473
1115,1039.789895,671.748877
1116,1058.793853,647.398275
1117,1083.694936,654.641758
1118,1090.080241,681.09497
1119,1087.734639,702.810333
1120,1079.944892,747.805505
1121,1077.600057,842.029661
1122,1065.19972,938.310272
1123,1056.177857,997.20666
1124,1047.264771,984.503815
